PO_ID,PO_Line_Item_ID,Order_Creation_DateTime,Acknowledgement_DateTime,Order_Quantity,Order_Volume,Order_Weight,Priority_Flag,Fulfiller_ID,Routing_Lane_ID,Fulfiller_Throughput,Fulfiller_Calendar,Total_Backlog_Ack,Current_Backlog,Relative_Queue_Position,Estimated_Processing_Rate,Days_in_Queue,Day_of_Week,Day_of_Month,Peak_Season,Demand_Surge,Recent_Shipments,Lead_Time_Trend,Lead_Time,Month,Season,On_Time_Performance,Product_Category,Geography,Carrier,Expected_Ship_Date,P50_Confidence,P90_Confidence,Reasoning_Context,Probability_On_Time,On_Time_Performance_Metric,EDD_Accuracy,P50_Calibration,P90_Calibration,Fill_Rate,Lead_Time_Stability,Vendor_Accuracy_Score
PO00076,L00076,2023-09-01 17:10:00,2023-09-04 20:10:00,455,4.87,38.74,Standard,F132,C8-G1,233,0,4616,4532,36,19.8111588,7,4,1,1,1,403,1.05,1,9,Summer,0.95,PC9,Region3,DHL,2023-09-05 20:10:00,1,3,Based on backlog and throughput,0.85,0.9,0.95,0.71,0.95,0.94,0.86,77
PO00077,L00077,2023-05-16 16:55:00,2023-05-17 20:55:00,428,3.05,13.61,2-day,F178,C8-G3,275,1,3834,3824,58,13.94181818,10,1,16,1,0,108,0.94,2,5,Fall,0.88,PC4,Region2,DHL,2023-05-19 20:55:00,2,3,Based on backlog and throughput,0.9,0.85,0.96,0.87,0.81,0.96,0.82,71
PO00078,L00078,2023-11-07 13:13:00,2023-11-09 01:13:00,264,1.2,32.44,Standard,F125,C5-G3,314,1,1344,1276,76,4.280254777,4,1,7,1,1,376,0.93,4,11,Fall,0.86,PC2,Region5,DHL,2023-11-13 01:13:00,4,5,Based on backlog and throughput,0.71,0.9,0.95,0.88,0.85,0.99,0.8,95
PO00079,L00079,2023-10-04 23:44:00,2023-10-07 23:44:00,431,4.13,29.99,Standard,F124,C6-G5,327,1,1108,1010,38,3.388379205,5,2,4,1,0,347,0.82,14,10,Winter,0.91,PC5,Region2,FedEx,2023-10-21 23:44:00,14,15,Based on backlog and throughput,0.91,0.82,0.94,0.72,0.82,0.96,0.82,88
PO00080,L00080,2023-04-13 22:19:00,2023-04-17 04:19:00,35,1.79,20.36,Standard,F115,C9-G3,446,0,4414,4324,11,9.896860987,13,3,13,1,0,49,0.86,4,4,Fall,0.97,PC8,Region5,DHL,2023-04-21 04:19:00,4,6,Based on backlog and throughput,0.87,0.98,0.98,0.79,0.93,0.93,0.85,79
PO00081,L00081,2023-07-24 21:41:00,2023-07-26 03:41:00,206,1.8,18.66,2-day,F150,C6-G1,138,0,1610,1417,12,11.66666667,10,0,24,1,1,403,1.17,2,7,Summer,0.95,PC3,Region3,UPS,2023-07-28 03:41:00,2,4,Based on backlog and throughput,0.76,0.86,0.97,0.89,0.87,0.9,0.82,97
PO00082,L00082,2023-07-11 14:57:00,2023-07-12 18:57:00,81,0.26,17.51,Standard,F127,C7-G1,225,1,2059,1901,42,9.151111111,6,1,11,1,1,104,1.2,8,7,Fall,0.97,PC8,Region1,UPS,2023-07-20 18:57:00,8,10,Based on backlog and throughput,0.71,0.98,0.98,0.73,0.89,1,0.94,98
PO00083,L00083,2023-09-22 14:07:00,2023-09-23 19:07:00,420,2.79,31.05,2-day,F158,C6-G5,67,1,2608,2448,39,38.92537313,14,4,22,1,1,419,1.11,2,9,Summer,0.94,PC7,Region3,UPS,2023-09-25 19:07:00,2,3,Based on backlog and throughput,0.73,0.86,0.98,0.76,0.88,0.95,0.85,74
PO00084,L00084,2023-05-07 07:04:00,2023-05-07 14:04:00,50,2.72,22.4,2-day,F124,C4-G5,420,1,4858,4692,71,11.56666667,14,6,7,1,1,372,0.91,3,5,Winter,0.87,PC1,Region3,UPS,2023-05-10 14:04:00,3,4,Based on backlog and throughput,0.85,0.95,0.99,0.76,0.91,0.99,0.92,80
PO00085,L00085,2023-06-23 00:37:00,2023-06-25 01:37:00,360,1.84,41.68,Standard,F191,C10-G5,473,1,2782,2689,11,5.881606765,9,4,23,1,1,26,0.96,14,6,Spring,0.87,PC2,Region3,FedEx,2023-07-09 01:37:00,14,16,Based on backlog and throughput,0.92,0.85,0.99,0.71,0.85,0.95,0.93,97
PO00086,L00086,2023-10-11 07:37:00,2023-10-12 07:37:00,388,4.48,33.65,Standard,F143,C3-G3,450,1,1089,916,36,2.42,0,2,11,0,0,455,1.1,4,10,Fall,0.86,PC3,Region4,USPS,2023-10-16 07:37:00,4,5,Based on backlog and throughput,0.8,0.93,0.96,0.71,0.82,0.96,0.82,97
PO00087,L00087,2023-04-23 00:04:00,2023-04-25 06:04:00,2,0.73,3.96,Standard,F113,C6-G3,448,1,4384,4220,52,9.785714286,7,6,23,1,1,287,1.19,9,4,Winter,0.93,PC3,Region4,USPS,2023-05-04 06:04:00,9,11,Based on backlog and throughput,0.81,0.86,0.97,0.89,0.8,0.97,0.85,78
PO00088,L00088,2023-12-29 20:03:00,2023-12-29 21:03:00,390,1.72,32.19,Standard,F196,C9-G4,155,1,354,240,31,2.283870968,3,4,29,1,1,256,0.98,10,12,Winter,0.88,PC8,Region5,DHL,2024-01-08 21:03:00,10,12,Based on backlog and throughput,0.97,0.9,0.97,0.81,0.87,0.93,0.91,85
PO00089,L00089,2023-04-28 02:57:00,2023-04-29 14:57:00,54,1.68,13.92,Standard,F153,C8-G1,320,1,4263,4076,33,13.321875,12,4,28,1,1,272,1.13,1,4,Fall,0.95,PC8,Region1,DHL,2023-04-30 14:57:00,1,2,Based on backlog and throughput,0.76,0.93,0.92,0.76,0.94,0.97,0.89,95
PO00090,L00090,2023-01-17 10:04:00,2023-01-18 17:04:00,106,0.55,29.84,Standard,F105,C7-G5,368,1,4811,4781,13,13.07336957,8,1,17,1,1,136,1.19,8,1,Spring,0.95,PC8,Region4,UPS,2023-01-26 17:04:00,8,9,Based on backlog and throughput,0.73,0.91,0.97,0.78,0.85,0.95,0.8,96
PO00091,L00091,2023-09-21 07:17:00,2023-09-22 12:17:00,260,2.46,34.17,2-day,F181,C5-G4,216,1,4552,4542,18,21.07407407,0,3,21,0,1,339,1.15,12,9,Summer,0.89,PC1,Region5,UPS,2023-10-04 12:17:00,12,13,Based on backlog and throughput,0.8,0.91,0.97,0.84,0.83,0.97,0.82,74
PO00092,L00092,2023-12-09 15:13:00,2023-12-11 15:13:00,310,3.47,11.93,Standard,F186,C3-G2,62,1,355,269,41,5.725806452,10,5,9,1,0,300,0.89,14,12,Winter,0.87,PC8,Region2,USPS,2023-12-25 15:13:00,14,15,Based on backlog and throughput,0.92,0.81,0.92,0.77,0.94,0.98,0.95,84
PO00093,L00093,2023-10-04 04:46:00,2023-10-05 07:46:00,477,2.61,23.11,Overnight,F175,C6-G4,386,1,1107,987,58,2.867875648,1,2,4,1,1,479,0.8,5,10,Winter,0.86,PC10,Region4,USPS,2023-10-10 07:46:00,5,7,Based on backlog and throughput,0.88,0.85,0.98,0.75,0.82,0.92,0.8,83
PO00094,L00094,2023-10-20 18:30:00,2023-10-21 05:30:00,191,0.87,9.92,Standard,F115,C10-G5,81,1,1855,1726,56,22.90123457,13,4,20,1,1,321,1,7,10,Spring,0.95,PC4,Region2,UPS,2023-10-28 05:30:00,7,9,Based on backlog and throughput,0.82,0.91,0.96,0.72,0.81,0.96,0.89,78
PO00095,L00095,2023-05-05 15:51:00,2023-05-08 18:51:00,402,1.95,3.09,Standard,F198,C7-G1,442,1,2671,2567,24,6.042986425,5,4,5,1,1,31,1.01,8,5,Summer,0.91,PC4,Region2,DHL,2023-05-16 18:51:00,8,9,Based on backlog and throughput,0.98,0.8,0.94,0.85,0.93,0.91,0.85,89
PO00096,L00096,2023-07-28 06:06:00,2023-07-29 12:06:00,218,0.11,19.23,2-day,F157,C2-G2,89,1,4008,3982,73,45.03370787,10,4,28,1,0,44,0.88,5,7,Winter,0.9,PC5,Region2,FedEx,2023-08-03 12:06:00,5,6,Based on backlog and throughput,0.91,0.85,0.93,0.74,0.91,0.91,0.84,95
PO00097,L00097,2023-02-19 21:27:00,2023-02-21 05:27:00,44,4.35,18.47,Standard,F158,C6-G2,197,1,3097,3096,31,15.72081218,9,6,19,1,1,264,0.91,8,2,Spring,0.97,PC10,Region4,FedEx,2023-03-01 05:27:00,8,9,Based on backlog and throughput,0.72,0.84,0.97,0.71,0.86,0.97,0.81,74
PO00098,L00098,2023-07-01 13:26:00,2023-07-04 01:26:00,162,0.51,49.78,Standard,F184,C6-G3,267,1,2903,2801,55,10.87265918,10,5,1,1,1,29,1.11,10,7,Fall,0.93,PC7,Region2,USPS,2023-07-14 01:26:00,10,11,Based on backlog and throughput,0.92,0.85,0.91,0.79,0.91,0.91,0.82,84
PO00099,L00099,2023-08-28 23:03:00,2023-08-31 05:03:00,202,3.03,22.59,Standard,F175,C5-G3,268,1,3865,3765,10,14.42164179,13,0,28,0,0,83,0.99,11,8,Spring,0.92,PC1,Region5,USPS,2023-09-11 05:03:00,11,13,Based on backlog and throughput,0.71,0.9,0.93,0.71,0.91,0.96,0.91,78
PO00100,L00100,2023-12-11 20:41:00,2023-12-15 04:41:00,446,4.93,17.01,Standard,F164,C10-G4,131,0,4479,4459,60,34.19083969,0,0,11,1,1,165,0.93,8,12,Spring,0.95,PC6,Region5,USPS,2023-12-23 04:41:00,8,10,Based on backlog and throughput,0.89,0.91,1,0.89,0.81,0.92,0.85,73
PO00101,L00101,2023-02-20 01:25:00,2023-02-22 05:25:00,484,2.73,29.23,Standard,F117,C5-G4,382,1,3483,3426,2,9.117801047,3,0,20,1,0,315,1.05,9,2,Winter,0.96,PC1,Region5,FedEx,2023-03-03 05:25:00,9,11,Based on backlog and throughput,0.76,0.97,0.98,0.83,0.9,0.93,0.89,90
PO00102,L00102,2023-06-23 03:15:00,2023-06-25 08:15:00,270,4.63,4.89,Standard,F163,C6-G5,257,1,198,66,15,0.7704280156,7,4,23,1,1,0,1.06,2,6,Summer,0.95,PC2,Region4,FedEx,2023-06-27 08:15:00,2,4,Based on backlog and throughput,0.9,0.87,0.99,0.73,0.9,0.91,0.87,90
PO00103,L00103,2023-04-09 06:34:00,2023-04-12 13:34:00,351,1.26,48.1,2-day,F100,C9-G4,250,1,296,117,3,1.184,14,6,9,1,1,248,1.11,3,4,Fall,0.91,PC7,Region4,UPS,2023-04-15 13:34:00,3,5,Based on backlog and throughput,0.79,0.98,0.98,0.73,0.94,0.92,0.87,73
PO00104,L00104,2023-08-18 04:27:00,2023-08-18 16:27:00,304,3.82,31.93,Standard,F167,C7-G2,496,1,2629,2457,43,5.300403226,9,4,18,1,1,260,0.86,1,8,Spring,0.9,PC7,Region3,DHL,2023-08-19 16:27:00,1,3,Based on backlog and throughput,0.95,0.92,0.98,0.81,0.94,0.98,0.89,89
PO00105,L00105,2023-04-04 08:29:00,2023-04-07 20:29:00,271,2.7,37.86,Standard,F194,C3-G1,381,1,977,893,31,2.564304462,4,1,4,0,1,62,1.1,4,4,Fall,0.96,PC8,Region1,USPS,2023-04-11 20:29:00,4,6,Based on backlog and throughput,0.8,0.97,0.99,0.77,0.86,0.96,0.88,96
PO00106,L00106,2023-05-08 02:28:00,2023-05-10 05:28:00,456,3.63,8.94,2-day,F106,C3-G2,477,1,1968,1876,70,4.125786164,12,0,8,0,0,482,1.04,5,5,Summer,0.92,PC10,Region3,UPS,2023-05-15 05:28:00,5,6,Based on backlog and throughput,0.88,0.96,0.95,0.85,0.89,0.99,0.92,90
PO00107,L00107,2023-10-09 03:03:00,2023-10-11 08:03:00,462,0.41,20.77,Overnight,F170,C5-G1,87,1,2765,2746,67,31.7816092,8,0,9,1,1,163,0.82,11,10,Fall,0.95,PC10,Region2,FedEx,2023-10-22 08:03:00,11,13,Based on backlog and throughput,0.78,0.93,0.98,0.81,0.82,0.9,0.86,97
PO00108,L00108,2023-11-30 17:53:00,2023-12-03 17:53:00,215,0.82,21.42,Standard,F155,C4-G2,260,1,1488,1428,56,5.723076923,10,3,30,1,1,320,1.11,1,11,Fall,0.97,PC9,Region4,UPS,2023-12-04 17:53:00,1,2,Based on backlog and throughput,0.97,0.87,0.94,0.79,0.81,0.98,0.84,91
PO00109,L00109,2023-01-08 02:59:00,2023-01-09 13:59:00,252,0.75,41.18,Standard,F174,C7-G1,493,1,2515,2478,63,5.101419878,10,6,8,1,0,333,0.95,8,1,Winter,0.98,PC5,Region4,FedEx,2023-01-17 13:59:00,8,9,Based on backlog and throughput,0.93,0.85,0.96,0.89,0.86,0.97,0.89,76
PO00110,L00110,2023-05-02 05:26:00,2023-05-03 05:26:00,190,3.47,0.56,Standard,F161,C2-G1,376,1,669,522,75,1.779255319,5,1,2,1,1,200,0.93,2,5,Summer,0.89,PC1,Region2,DHL,2023-05-05 05:26:00,2,3,Based on backlog and throughput,0.77,0.84,0.91,0.78,0.9,0.93,0.8,84
PO00111,L00111,2023-09-06 15:13:00,2023-09-08 23:13:00,296,4.24,15.39,Standard,F165,C8-G5,298,1,2737,2713,15,9.184563758,0,2,6,1,1,221,0.98,1,9,Spring,0.88,PC8,Region4,FedEx,2023-09-09 23:13:00,1,3,Based on backlog and throughput,0.98,0.98,0.97,0.78,0.89,0.97,0.94,91
PO00112,L00112,2023-07-25 01:10:00,2023-07-28 05:10:00,213,3.77,49.07,2-day,F199,C1-G1,276,1,1165,1036,92,4.221014493,5,1,25,1,0,151,0.94,2,7,Winter,0.89,PC7,Region4,UPS,2023-07-30 05:10:00,2,4,Based on backlog and throughput,0.8,0.98,0.96,0.83,0.86,0.97,0.86,86
PO00113,L00113,2023-07-14 00:24:00,2023-07-15 03:24:00,208,0.25,24.01,2-day,F122,C7-G5,97,1,521,401,10,5.371134021,5,4,14,1,0,131,0.94,13,7,Winter,0.96,PC8,Region5,DHL,2023-07-28 03:24:00,13,15,Based on backlog and throughput,0.89,0.94,0.95,0.86,0.92,0.95,0.86,87
PO00114,L00114,2023-05-16 14:18:00,2023-05-18 17:18:00,237,4.35,19.44,Standard,F188,C2-G1,67,1,2983,2824,38,44.52238806,12,1,16,1,0,113,1.12,5,5,Spring,0.9,PC9,Region1,FedEx,2023-05-23 17:18:00,5,7,Based on backlog and throughput,0.92,0.97,0.88,0.83,0.92,0.97,0.94,76
PO00115,L00115,2023-08-05 22:46:00,2023-08-09 07:46:00,338,1.84,6.43,2-day,F174,C5-G5,449,1,1304,1279,47,2.904231626,5,5,5,0,1,461,0.85,9,8,Summer,0.87,PC10,Region3,USPS,2023-08-18 07:46:00,9,10,Based on backlog and throughput,0.71,0.97,0.88,0.84,0.91,0.94,0.92,99
PO00116,L00116,2023-10-12 21:45:00,2023-10-14 04:45:00,367,2.05,48.72,2-day,F122,C3-G1,488,1,644,447,57,1.319672131,7,3,12,0,1,216,1.19,9,10,Fall,0.86,PC10,Region2,FedEx,2023-10-23 04:45:00,9,11,Based on backlog and throughput,0.98,0.9,1,0.77,0.81,0.93,0.81,88
PO00117,L00117,2023-09-07 04:12:00,2023-09-09 08:12:00,53,0.61,1.49,2-day,F193,C7-G3,344,1,4266,4098,50,12.40116279,14,3,7,0,1,195,1.02,2,9,Summer,0.9,PC8,Region5,DHL,2023-09-11 08:12:00,2,3,Based on backlog and throughput,0.8,0.92,0.96,0.8,0.92,0.95,0.87,97
PO00118,L00118,2023-06-01 06:03:00,2023-06-04 17:03:00,280,3.71,36.99,Standard,F116,C4-G2,245,1,3739,3673,71,15.26122449,5,3,1,0,1,280,0.87,2,6,Summer,0.87,PC4,Region2,UPS,2023-06-06 17:03:00,2,4,Based on backlog and throughput,0.76,0.88,0.99,0.74,0.94,0.99,0.88,79
PO00119,L00119,2023-10-24 23:34:00,2023-10-28 06:34:00,410,0.99,38.55,Standard,F113,C5-G4,236,0,1323,1323,15,5.605932203,4,1,24,0,1,201,0.85,3,10,Fall,0.87,PC1,Region3,DHL,2023-10-31 06:34:00,3,5,Based on backlog and throughput,0.95,0.88,0.96,0.84,0.81,0.94,0.89,96
PO00120,L00120,2023-02-01 23:20:00,2023-02-03 10:20:00,217,2.86,12.56,2-day,F149,C3-G2,394,0,3272,3222,18,8.304568528,14,2,1,1,1,482,1.04,7,2,Fall,0.95,PC9,Region1,UPS,2023-02-10 10:20:00,7,8,Based on backlog and throughput,0.9,0.81,0.95,0.74,0.86,0.94,0.82,82
PO00121,L00121,2023-01-30 01:37:00,2023-02-01 03:37:00,252,4.22,33.74,Standard,F184,C9-G2,273,1,867,863,82,3.175824176,10,0,30,1,0,134,1.05,11,1,Fall,0.85,PC1,Region4,FedEx,2023-02-12 03:37:00,11,12,Based on backlog and throughput,0.73,0.88,0.99,0.7,0.95,0.96,0.89,71
PO00122,L00122,2023-09-02 16:58:00,2023-09-04 03:58:00,188,0.54,5.1,Standard,F176,C1-G1,367,1,3757,3745,88,10.23705722,1,5,2,1,1,233,0.82,3,9,Summer,0.87,PC7,Region3,FedEx,2023-09-07 03:58:00,3,4,Based on backlog and throughput,0.73,0.93,0.99,0.89,0.89,0.98,0.82,91
PO00123,L00123,2023-09-29 05:03:00,2023-10-02 07:03:00,380,2.72,13.22,Standard,F177,C6-G3,446,1,754,608,2,1.69058296,3,4,29,0,1,140,0.9,1,9,Spring,0.97,PC10,Region3,DHL,2023-10-03 07:03:00,1,3,Based on backlog and throughput,0.91,0.88,0.91,0.76,0.88,0.97,0.9,96
PO00124,L00124,2023-09-18 02:54:00,2023-09-18 10:54:00,493,1.24,39.5,2-day,F141,C8-G4,414,1,2546,2407,84,6.149758454,13,0,18,1,1,195,1.12,14,9,Summer,0.97,PC6,Region2,USPS,2023-10-02 10:54:00,14,16,Based on backlog and throughput,0.72,0.97,0.97,0.74,0.83,0.9,0.87,89
PO00125,L00125,2023-04-06 02:38:00,2023-04-06 03:38:00,41,1.78,43.3,Standard,F164,C9-G3,386,1,320,273,98,0.829015544,14,3,6,1,1,497,0.82,14,4,Spring,0.9,PC9,Region4,FedEx,2023-04-20 03:38:00,14,15,Based on backlog and throughput,0.97,0.86,0.97,0.75,0.88,0.97,0.93,97
PO00126,L00126,2023-02-04 21:55:00,2023-02-05 09:55:00,157,2.42,30.62,2-day,F149,C9-G4,278,1,3766,3614,43,13.54676259,9,5,4,0,1,42,1.14,14,2,Summer,0.86,PC2,Region4,USPS,2023-02-19 09:55:00,14,16,Based on backlog and throughput,0.92,0.83,0.96,0.77,0.87,0.95,0.83,80
PO00127,L00127,2023-05-01 12:07:00,2023-05-01 18:07:00,15,1.84,25.59,Standard,F153,C3-G5,439,1,4377,4321,26,9.970387244,4,0,1,1,1,56,1.06,6,5,Spring,0.95,PC5,Region4,USPS,2023-05-07 18:07:00,6,7,Based on backlog and throughput,0.8,0.95,0.98,0.79,0.82,0.95,0.84,74
PO00128,L00128,2023-10-19 07:37:00,2023-10-20 17:37:00,301,3.28,8.39,Standard,F177,C3-G5,126,1,4502,4388,71,35.73015873,9,3,19,0,0,419,0.97,3,10,Fall,0.9,PC7,Region5,DHL,2023-10-23 17:37:00,3,5,Based on backlog and throughput,0.81,0.93,0.92,0.71,0.87,0.96,0.87,75
PO00129,L00129,2023-11-01 01:39:00,2023-11-02 02:39:00,65,2.45,3.62,2-day,F188,C10-G4,237,1,2669,2635,38,11.26160338,3,2,1,1,1,141,0.94,1,11,Summer,0.86,PC8,Region3,FedEx,2023-11-03 02:39:00,1,2,Based on backlog and throughput,0.85,0.85,0.95,0.71,0.82,0.97,0.95,72
PO00130,L00130,2023-02-11 13:42:00,2023-02-12 13:42:00,345,2.96,6.32,Standard,F197,C10-G4,395,1,1113,1038,94,2.817721519,1,5,11,1,0,209,0.81,14,2,Summer,0.87,PC2,Region3,USPS,2023-02-26 13:42:00,14,15,Based on backlog and throughput,0.8,0.9,0.98,0.76,0.91,0.98,0.88,70
PO00131,L00131,2023-10-26 18:33:00,2023-10-28 02:33:00,327,3.71,11.75,Standard,F131,C9-G5,319,1,2151,2058,42,6.742946708,6,3,26,1,1,71,1.13,13,10,Winter,0.87,PC8,Region5,FedEx,2023-11-10 02:33:00,13,15,Based on backlog and throughput,0.93,0.88,0.91,0.76,0.95,0.96,0.92,72
PO00132,L00132,2023-06-11 08:13:00,2023-06-14 13:13:00,9,2.83,17.41,Overnight,F135,C5-G3,144,1,4085,4081,5,28.36805556,9,6,11,1,0,223,0.86,4,6,Spring,0.93,PC10,Region1,UPS,2023-06-18 13:13:00,4,5,Based on backlog and throughput,0.98,0.98,0.93,0.72,0.87,0.96,0.89,72
PO00133,L00133,2023-12-09 22:20:00,2023-12-10 07:20:00,344,2.97,19.36,Standard,F150,C8-G5,359,0,4999,4978,11,13.92479109,9,5,9,1,0,26,0.92,13,12,Summer,0.98,PC6,Region5,USPS,2023-12-23 07:20:00,13,15,Based on backlog and throughput,0.87,0.92,0.98,0.78,0.89,0.94,0.82,91
PO00134,L00134,2023-05-03 08:25:00,2023-05-06 18:25:00,129,2.87,17.64,2-day,F143,C4-G1,181,1,4410,4308,65,24.36464088,1,2,3,1,1,127,1.03,1,5,Summer,0.96,PC8,Region1,DHL,2023-05-07 18:25:00,1,3,Based on backlog and throughput,0.83,0.83,0.98,0.76,0.86,0.91,0.83,73
PO00135,L00135,2023-03-09 21:41:00,2023-03-12 21:41:00,492,1.96,12.33,Standard,F137,C8-G3,88,1,3119,2935,34,35.44318182,0,3,9,1,1,105,0.9,1,3,Fall,0.93,PC7,Region2,DHL,2023-03-13 21:41:00,1,2,Based on backlog and throughput,0.76,0.9,0.94,0.71,0.82,1,0.91,76
PO00136,L00136,2023-06-03 14:20:00,2023-06-03 22:20:00,136,1.75,25.73,Standard,F157,C6-G4,121,1,3781,3607,1,31.24793388,13,5,3,0,0,164,1,12,6,Spring,0.91,PC1,Region2,USPS,2023-06-15 22:20:00,12,13,Based on backlog and throughput,0.89,0.96,0.99,0.88,0.95,0.95,0.8,98
PO00137,L00137,2023-02-07 00:29:00,2023-02-10 00:29:00,472,4.51,41.35,Standard,F117,C5-G2,330,1,1543,1362,83,4.675757576,4,1,7,0,1,214,1.12,2,2,Spring,0.94,PC3,Region3,FedEx,2023-02-12 00:29:00,2,4,Based on backlog and throughput,0.9,0.93,0.96,0.88,0.82,0.96,0.81,84
PO00138,L00138,2023-11-15 18:06:00,2023-11-16 02:06:00,63,3.08,14.35,2-day,F117,C5-G1,382,1,4296,4166,2,11.2460733,11,2,15,1,1,70,0.99,10,11,Summer,0.91,PC5,Region5,UPS,2023-11-26 02:06:00,10,12,Based on backlog and throughput,0.9,0.96,0.99,0.74,0.82,0.98,0.87,80
PO00139,L00139,2023-02-07 17:13:00,2023-02-10 01:13:00,139,1.3,47.15,Standard,F152,C1-G5,209,1,3110,2987,85,14.88038278,12,1,7,1,0,203,1.18,8,2,Spring,0.88,PC4,Region5,UPS,2023-02-18 01:13:00,8,9,Based on backlog and throughput,0.71,0.85,1,0.73,0.87,0.91,0.87,87
PO00140,L00140,2023-09-17 08:08:00,2023-09-19 08:08:00,499,2.54,43.73,Standard,F177,C3-G3,236,1,672,620,20,2.847457627,0,6,17,1,1,152,1.14,2,9,Spring,0.95,PC8,Region5,DHL,2023-09-21 08:08:00,2,3,Based on backlog and throughput,0.96,0.97,0.93,0.81,0.9,0.99,0.81,81
PO00141,L00141,2023-06-28 02:56:00,2023-07-01 14:56:00,81,1.72,8.51,Standard,F189,C5-G4,240,1,1432,1274,61,5.966666667,0,2,28,0,1,66,0.93,11,6,Spring,0.97,PC6,Region5,DHL,2023-07-12 14:56:00,11,12,Based on backlog and throughput,0.8,0.94,0.94,0.83,0.85,0.98,0.85,73
PO00142,L00142,2023-05-06 11:18:00,2023-05-07 12:18:00,392,4.68,39.42,Standard,F195,C9-G1,471,1,4853,4785,87,10.30360934,14,5,6,1,1,89,0.96,2,5,Spring,0.9,PC8,Region4,FedEx,2023-05-09 12:18:00,2,4,Based on backlog and throughput,0.92,0.94,0.95,0.89,0.83,0.98,0.87,93
PO00143,L00143,2023-03-22 14:53:00,2023-03-22 22:53:00,163,0.14,28.94,Standard,F165,C8-G4,169,1,4102,3999,21,24.27218935,0,2,22,1,1,259,0.97,11,3,Spring,0.97,PC4,Region4,DHL,2023-04-02 22:53:00,11,13,Based on backlog and throughput,0.92,0.87,0.98,0.78,0.92,0.9,0.84,80
PO00144,L00144,2023-10-06 22:19:00,2023-10-08 01:19:00,419,1.2,28.55,Overnight,F138,C5-G1,269,1,3234,3074,88,12.02230483,5,4,6,1,1,361,1.05,11,10,Winter,0.91,PC9,Region2,FedEx,2023-10-19 01:19:00,11,13,Based on backlog and throughput,0.89,0.97,0.96,0.82,0.85,0.95,0.91,75
PO00145,L00145,2023-11-10 20:33:00,2023-11-12 05:33:00,289,1.89,19.86,2-day,F189,C7-G3,102,1,4186,3987,68,41.03921569,8,4,10,1,1,227,0.91,10,11,Winter,0.91,PC4,Region4,USPS,2023-11-22 05:33:00,10,11,Based on backlog and throughput,0.81,0.92,0.96,0.88,0.83,0.91,0.82,95
PO00146,L00146,2023-01-05 21:52:00,2023-01-08 02:52:00,379,2.49,25.31,Standard,F170,C10-G2,271,1,325,148,12,1.199261993,9,3,5,1,0,78,1.19,10,1,Summer,0.85,PC10,Region1,UPS,2023-01-18 02:52:00,10,11,Based on backlog and throughput,0.88,0.96,0.95,0.79,0.85,0.96,0.87,88
PO00147,L00147,2023-10-11 09:59:00,2023-10-13 21:59:00,261,4.27,20.16,2-day,F140,C1-G5,461,1,4300,4285,22,9.327548807,12,2,11,0,0,95,1.04,8,10,Spring,0.95,PC6,Region5,USPS,2023-10-21 21:59:00,8,10,Based on backlog and throughput,0.71,0.87,0.99,0.72,0.83,0.97,0.86,95
PO00148,L00148,2023-12-06 03:56:00,2023-12-09 04:56:00,490,0.53,27.22,Standard,F191,C6-G2,180,1,2097,1982,20,11.65,10,2,6,1,1,348,0.96,12,12,Fall,0.96,PC10,Region4,DHL,2023-12-21 04:56:00,12,14,Based on backlog and throughput,0.92,0.83,0.97,0.78,0.88,0.91,0.94,97
PO00149,L00149,2023-03-10 08:07:00,2023-03-12 14:07:00,231,4.05,31.58,Standard,F194,C7-G5,286,1,871,796,82,3.045454545,11,4,10,1,1,329,1.06,6,3,Summer,0.94,PC8,Region2,UPS,2023-03-18 14:07:00,6,7,Based on backlog and throughput,0.73,0.86,0.97,0.73,0.9,0.97,0.9,87
PO00150,L00150,2023-02-24 23:35:00,2023-02-28 08:35:00,41,0.37,33.88,Overnight,F170,C7-G4,295,1,4624,4516,1,15.67457627,0,4,24,1,1,468,0.96,12,2,Summer,0.87,PC3,Region4,UPS,2023-03-12 08:35:00,12,14,Based on backlog and throughput,0.82,0.89,1,0.7,0.92,0.94,0.89,84
PO00151,L00151,2023-03-21 08:18:00,2023-03-22 19:18:00,28,4.23,26.86,Standard,F180,C4-G2,275,1,533,495,30,1.938181818,4,1,21,1,0,381,1.13,11,3,Spring,0.86,PC5,Region1,USPS,2023-04-02 19:18:00,11,12,Based on backlog and throughput,0.73,0.9,0.98,0.85,0.83,0.98,0.89,72
PO00152,L00152,2023-11-06 06:45:00,2023-11-07 10:45:00,135,0.35,36.21,Standard,F127,C7-G4,257,1,3199,3111,97,12.44747082,14,0,6,1,0,245,1.03,4,11,Spring,0.93,PC7,Region3,FedEx,2023-11-11 10:45:00,4,5,Based on backlog and throughput,0.94,0.9,0.99,0.75,0.83,0.95,0.83,86
PO00153,L00153,2023-06-25 06:43:00,2023-06-25 16:43:00,201,0.19,7.49,Standard,F125,C4-G3,455,1,2829,2656,24,6.217582418,8,6,25,1,1,271,0.82,3,6,Winter,0.91,PC7,Region5,UPS,2023-06-28 16:43:00,3,4,Based on backlog and throughput,0.86,0.9,0.94,0.7,0.8,0.93,0.91,70
